frozen_vehicle_structure,map,source_path_local,frozen_path_repo,route_file_sha256,route_input_hash_local,vehicle_profile_id,vehicle_profile_fingerprint,identity_evidence,steer_ff_rad_second_dimension,route_length_m,point_count,file_size_bytes,npz_array_count,selection_reason
five_axis,overpass_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\overpass_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/overpass_1/overpass_1.npz,eee60842afb61a399282419f4a9c1d3935c12c44015b59c237984b396b831709,4911ecdaf61fd66bdbda72e9c5ae3117a021dbf0673106e75f5d397276e13f1e,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,explicit_profile_id,,2054.6057412346449,10275,1614756,34,highest metadata completeness in vehicle-structure/map group
five_axis,overpass_2,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\overpass_2.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/overpass_2/overpass_2.npz,45670c7cab1abadbef5fe4bb31c4c7d46d5a8d96165caf4634c74c0597026c4e,20acff13bb1884a289f41a538ae4b59255ed72ab2217e1773d0280a74aea047b,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,explicit_profile_id,,2586.6292404920164,12710,2048811,34,highest metadata completeness in vehicle-structure/map group
five_axis,ramp_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/ramp_1/ramp_1.npz,e5e2574a68612721842dfe469f2e630c081371d5090e10959eadbd4c58f91cd8,ec5222aaa642fe6e73ad9a41e4c24a9b3c27625bf67cd00a4fd9f0416893af48,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,explicit_profile_id,,858.95254598337556,4296,406749,34,highest metadata completeness in vehicle-structure/map group
five_axis,ramp_2,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_2.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/ramp_2/ramp_2.npz,32baf3b90b8ed961d9de762c3123969b1f22dd3f41bcfd1a40572253c8fbe088,0ddae798e70e4efe3e07a1a5b1378c6fa0cec75171ee430a4d9889f6da04889d,five_axis,3e0eeb09caeac59c6e1c436994f433858335149ae1880f382fb135d4df22a87b,explicit_profile_id,,1169.9175234231932,5850,1000368,35,highest metadata completeness in vehicle-structure/map group
five_axis,ramp_3,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_3.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/ramp_3/ramp_3.npz,59aedc56a46a43f6ae4410219fa1b5f5c48134a8bd9e5c3a3c91097d06fae1bb,036202fec167543c63b3e3d5b7e37e95d78e4339c174fb1d7b7f0f24f3dfa236,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,explicit_profile_id,,1186.0072590001739,5941,797921,34,highest metadata completeness in vehicle-structure/map group
five_axis,ramp_6,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\ramp_6.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/ramp_6/ramp_6.npz,41def24cc9783941d20e8014ddce2a94adbd6b198ddc435101fa6e09fd089a54,71f72a3ab6fd94b4e26d9783983d23c536820a9d8a9e1066274b0110cfbbdcaa,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,explicit_profile_id,10,1344.7376956598873,6734,1004564,34,highest metadata completeness in vehicle-structure/map group
five_axis,turnaround_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\turnaround_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/turnaround_1/turnaround_1.npz,d13f4bbcd386b080307467805e1ca8c2e08e2a64368600dde8d5ad67fdd158b1,33fee5720c5a82584f13f5d2d37eb26f576fa411f6cab2bc6967928eb610674a,five_axis,6e898ff7ac46a2787fb81ecea16e0e5ca585cf290cccb00a7656cb178eb56053,explicit_profile_id,12,260.64218271896652,2197,137109,43,highest metadata completeness in vehicle-structure/map group
five_axis,turnaround_4,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\routes\five_axis_ay_v1_release\turnaround_4.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/turnaround_4/turnaround_4.npz,33c4a3207aea977608fa50f4787598ead9f0d25e14cbff1688796b2a6650b489,d9d59e6d7dc99aa2fd6cec35250a717b62f7bc318a1cd82b26f80ce9a62ad9e9,five_axis,,explicit_profile_id,,344.8260487351796,1761,197371,34,highest metadata completeness in vehicle-structure/map group
five_axis,turnaround_4_tuning,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\turnaround_4_tuning\performance_routes\turnaround_4.before_steering_smoothing_20260824.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/turnaround_4_tuning/turnaround_4.before_steering_smoothing_20260824.npz,1ec33434bae3e9e573473f579110b2449c08beb70fa5f6ebe84068a7226d5537,fa3ebb67f732563d291d4123a9461f9fbf22623fb7d651da5d13639b774cb96b,five_axis,,explicit_profile_id,,344.8260487351796,1761,195950,34,highest metadata completeness in vehicle-structure/map group
five_axis,turnaround_8796_template,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\race_guidance_control\turnaround_assets\turnaround_8796_template.npz,analysis/data_freeze/ZYJisBoss/raw_samples/five_axis/turnaround_8796_template/turnaround_8796_template.npz,e21033ab8b0e270c30b9b389fb292de1c6882fee576762d7b4bc05cb5f98d58d,8c6702ea29ddf3ddd7bb9c140a5070cbc5e49bf1c54a0063667497e2ee79a86c,five_axis,632d2241cc254d61cb4d1d39d68c16af10883df84cb3802790b66a69e8cf5835,explicit_profile_id,12,260.64218271896652,2197,137003,43,highest metadata completeness in vehicle-structure/map group
six_axis,RoadC,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\RoadC.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/RoadC/RoadC.npz,929f70daa74cfcd716e2a3be6df67e0ac8dc1791913911d662e3ec9edc71a999,31a380243c7b895ef2536773b5740b361c13e43f9d8c5b1a4b4785c90b06c5c0,,,steer_vector_dimension,12,9666.5895616409398,48334,5952115,31,highest metadata completeness in vehicle-structure/map group
six_axis,bridge_4,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\bridge_4.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/bridge_4/bridge_4.npz,04a1f40c70c74093254541cfcfd4f546959f8a6bdd2f8da7846a492263dee2ba,97423122fb0405a566c1232932b382d79dddaa2e23195e211b45e97c92d98e63,,,steer_vector_dimension,12,214.8210067384432,1040,213801,31,highest metadata completeness in vehicle-structure/map group
six_axis,cliff_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\six_axis\race_guidance_control\routes\cliff_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/cliff_1/cliff_1.npz,d01d64e359d188ec0b2f979e0f2747d72e1603e2ea3dc378212db95b3122b30e,967a6f2d03e9ca01db7be59fbbe1e3f168ce906ccd478968dca7eb15aad38a7b,,,steer_vector_dimension,12,135.01513176021356,677,80141,30,highest metadata completeness in vehicle-structure/map group
six_axis,cliff_2,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\six_axis\race_guidance_control\routes\cliff_2.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/cliff_2/cliff_2.npz,5092ea59f5c304984c3306c6e6c3e6990ecdf90b413b58a5740b6aef6f63a6c4,dac1011384452dc2345aac53c58dd8153bed6262c5ebf80a7085737e7d406796,,,steer_vector_dimension,12,578.51540895773064,2894,236041,30,highest metadata completeness in vehicle-structure/map group
six_axis,cross_3,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\cross_3.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/cross_3/cross_3.npz,402c4af3a7ab695a602a3f994e214ecd9d8b8e3f8be4708fe9493c0e131919a3,b8040c86fd9aa76bf76f139d54cec529f9e9b7153544516bd168909dde63132b,six_axis,2e3182561ba5e89c98d721a253abf5be43e49567568c38d74246acf3ab860f79,explicit_profile_id,12,383.96286773478312,1946,300312,34,highest metadata completeness in vehicle-structure/map group
six_axis,cross_4,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\cross_4.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/cross_4/cross_4.npz,2b110d3ed5565dfcfdcf445d4f008c70930df7090b2e7b06ba15f04adec7a209,45d0f3e13deabe3e35e904cbde6a2ce41781d98d9269d6566f2ce737c9526abd,,,steer_vector_dimension,12,291.71534872216029,1460,275880,31,highest metadata completeness in vehicle-structure/map group
six_axis,mounarea_6,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\mounarea_6.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/mounarea_6/mounarea_6.npz,5af8e85b784abd440e6a94696c5266786669d964a7e3ccef8131b5086faddd4f,1ccb3ec27cecb56d02bb9cbce30b29247314dbe88206b4f5d962b1b23028c624,six_axis,2e3182561ba5e89c98d721a253abf5be43e49567568c38d74246acf3ab860f79,explicit_profile_id,12,1083.4718844653023,5418,1174267,34,highest metadata completeness in vehicle-structure/map group
six_axis,narrow_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\six_axis\race_guidance_control\routes\narrow_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/narrow_1/narrow_1.npz,cb5ab5cec055356c1f597fdaaab87e88f18065afa75dcf93f69488db4dfcc2c0,5e8020417795a6dedf5eb97d1ff1700fd0882eba5b50e234f7042633a6c5f289,,,steer_vector_dimension,12,49.956405729116092,251,39286,33,highest metadata completeness in vehicle-structure/map group
six_axis,narrow_4,E:\BaiduNetdiskDownload\使命召唤\C-TURE\six_axis\race_guidance_control\routes\narrow_4.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/narrow_4/narrow_4.npz,8b2e7c13886a99f45a37ffefb8f1f51afc9f576a9e83480095432f608ce5dd74,73a5c51ca44c5eacd9f42b6a573bca0e7834e9ef6477b1b3c50a3721c4d89ab9,,,steer_vector_dimension,12,229.33079131623526,2288,511317,42,highest metadata completeness in vehicle-structure/map group
six_axis,ramp_1,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\six_axis\race_guidance_control\routes\ramp_1.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/ramp_1/ramp_1.npz,ba62e96011ce4f85028c8f4f2a919f9434611d2aa771e1b28ca9fdf9533832ce,2eec9bba2329769f804b0ac148f553fc4b8974869168a555756512f02f654dc0,,,steer_vector_dimension,12,858.97491494772532,4296,467158,30,highest metadata completeness in vehicle-structure/map group
six_axis,ramp_2,E:\BaiduNetdiskDownload\使命召唤\OnSite-B-1150-Unified\six_axis\race_guidance_control\routes\ramp_2.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/ramp_2/ramp_2.npz,32744a2b35c6ccc40e9308e99f3f2c9ad1dbaa9f90fc2a22360fcbd8d4427392,746bc1897d8055eba706d03bb247cf6d7eea2aae50d06a52ae1d9b87142bcd4c,,,steer_vector_dimension,12,1169.208493660939,5848,577273,30,highest metadata completeness in vehicle-structure/map group
six_axis,turnaround_1_dynamic,E:\BaiduNetdiskDownload\使命召唤\C-TURE\five_axis\turnaround_8796_backend\race_guidance_control\routes_performance\unified\turnaround_1_dynamic.npz,analysis/data_freeze/ZYJisBoss/raw_samples/six_axis/turnaround_1_dynamic/turnaround_1_dynamic.npz,fe99043c80742250d8af82b318b64d223d7ec25343f9720d686505e49ee53115,ac723a6cc776a7e4aa6277ef3cc19a270bad679ce0f4bdafce213379d65fcd21,,,steer_vector_dimension,12,260.64218271896652,2197,136452,41,highest metadata completeness in vehicle-structure/map group
