source_machine,map,report_path_local,route_path_local,build_family,report_file_sha256,route_file_sha256,route_input_hash,route_input_hash_method,hard_certificate_passed,hard_failure_reasons,completed,policy_id,hard_thresholds,dynamic_pcd_clearance_m,maximum_slip_ratio,maximum_tire_utilization,maximum_abs_lateral_error_m,maximum_abs_heading_error_deg,vehicle_profile_id,vehicle_profile_fingerprint,axle_count,wheel_count,steer_ff_rad_second_dim,vehicle_structure,identity_evidence,route_length_m,point_count,report_modified_time,route_modified_time,comparison_status,local_relation,transfer_recommended,parse_notes
LAPTOP-4HMR50QA,ramp_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_2\replay\ramp_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_2\routes\ramp_3\ramp_3.npz,five_axis_generator_builds,3108b190930d7865dae5fbc90576f10ddfd7500f407ab949f1b996df846ca439,6d8d691355a121a57bb2517bad48a6bfe5a2302451efb6e72d8ec57571e3de7a,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.2964307367801666,2.1537009403775214,1.9836330083536184,15.331678444121543,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1186.018923797658,5941,2026-08-23T23:35:49.131608+00:00,2026-08-23T23:34:47.440628+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,ramp_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_3_refined\replay\ramp_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_3_refined\routes\ramp_3\ramp_3.npz,five_axis_generator_builds,49dfd894ab32824abd75793e6cbd337e3e53b642fb934fc6bf2b2db352bccd3b,aa7353f46c96fc023c2b15e55d8c74c5dfc5c0d7792dc517d866710e6a6a0e34,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.2964307367801666,2.1537009403775214,3.338726470927311,18.787546907732462,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1186.018923797658,5941,2026-08-23T23:37:38.294350+00:00,2026-08-23T23:36:37.870258+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,ramp_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_4_s120\replay\ramp_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_4_s120\routes\ramp_3\ramp_3.npz,five_axis_generator_builds,4c519c265b119b0956fdd84c38a29b2a8f1f4a8004fbf91b2069e6b15d31d433,17753c24f6bd6849f1f9de6b8368e8033f815d31241a38e954c43447ad34cdc4,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.2964307367801666,2.1537009403775214,3.5239024562246986,16.113851184621225,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1186.018923797658,5941,2026-08-23T23:38:55.657809+00:00,2026-08-23T23:37:54.279297+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,ramp_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_5_s105\replay\ramp_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\attack_5_s105\routes\ramp_3\ramp_3.npz,five_axis_generator_builds,78932d9aa4dbb1801d1ac8985a7576af0ad567b58759daa7b7be63327d5c40f2,08dd3e2a7c2ae1a43dffb009159c19692b963b38f80404107ea82a7176280e94,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.2964307367801666,2.1537009403775214,2.948589262554472,17.819386550688744,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1186.018923797658,5941,2026-08-23T23:42:52.490701+00:00,2026-08-23T23:41:24.966378+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,cliff_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\cliff_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\cliff_3\cliff_3.npz,five_axis_generator_builds,84e4d607c46041b1a6d2bbf7b9c57205a323567d4049a579298e01ac3d50b051,54f3c4461164f3fe6bda9049fae162d6e68b916b491d2eab48c6a79b4007c696,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.30920854210853577,2.156704193245722,0.9570939396471853,8.401024903687608,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,10,10,five_axis_explicit,explicit_profile_id,230.01593702547729,1156,2026-08-23T23:23:34.711631+00:00,2026-08-23T23:22:41.253005+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,cliff_6,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\cliff_6\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\cliff_6\cliff_6.npz,five_axis_generator_builds,7066519070067ae487cf1e9c530e2cebfea636c7ec565cdf193fd1e7e41ae321,0f557750e4e0d4e824c89a2c5283b0a6bacae63bb5493cb4616fd2074c23b7f3,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,14.256956100463867,2.028462613799648,1.5036356512624665,8.925535174002965,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,273.69373471975666,1373,2026-08-23T23:23:55.694132+00:00,2026-08-23T23:22:42.549542+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,mounarea_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\mounarea_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\mounarea_3\mounarea_3.npz,five_axis_generator_builds,a1ed44500bc74a9fec2fef569838dfd688311c04ed16bf25c090e139b0c62a5c,985350e5bd734bfa4ebbdbbba93a01545fae1a15cef12948fd6d4489aac50abe,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.20665213465690613,1.3893996148245742,3.0742703780894436,23.647085135883277,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1692.367320889567,7955,2026-08-23T23:28:05.603344+00:00,2026-08-23T23:22:43.194583+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,mounarea_6,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\mounarea_6\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\mounarea_6\mounarea_6.npz,five_axis_generator_builds,e0f65dceca9330a49fe4da38159fc4addc2c1b4c36dca54199b5e6b9fa3b5500,3eb406eba77b6377da2cd9cfe753bbf8310bdfbbe5702a07af641a2127be5182,,,false,"[""closed_loop_heightmap_footprint"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,17.269893646240234,1.633269403888932,2.5660832743947424,18.60183090408114,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1194.618940794468,5424,2026-08-23T23:29:01.942123+00:00,2026-08-23T23:22:43.443524+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,ramp_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\ramp_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\ramp_3\ramp_3.npz,five_axis_generator_builds,2d4e5453ed27f1d33e60298d1b27f2ec25b8e84bd9da48b9333270a287a1f630,f7a671e269ae4228f217fa1ed15f745e9e19e61fa617d641e6bac197357cf9d6,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.2964307367801666,2.1537009403775214,4.95521018055344,22.33258245894678,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1186.018923797658,5941,2026-08-23T23:24:50.615788+00:00,2026-08-23T23:22:42.729130+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,ramp_6,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\baseline_exact\ramp_6\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\routes\ramp_6\ramp_6.npz,five_axis_generator_builds,dc9eca1b9d454cd5f321a4c495d3a8b2cda174315671a727f609908d8f0fe04d,96eea82316d669ce7e25f625e7527734226476fed12e79de10945018cff32cd3,,,false,"[""route_not_completed"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",false,,,,0.7284287810325623,2.024001379867551,337.80358081930245,19.462318150416486,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,10,10,five_axis_explicit,explicit_profile_id,1344.7376956598746,6734,2026-08-23T23:26:47.501624+00:00,2026-08-23T23:22:42.958930+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,cliff_6,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_bend_settle\replay\cliff_6\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_bend_settle\routes\cliff_6\cliff_6.npz,five_axis_generator_builds,4edb82e64aac5ab5dcfec5e6f9bcd8619c22bfeea239a00d5b4097b34381734c,f7b845bdfcaa37a42cb72259ade4690b9eb5f532df23a220f86216eceb4707e5,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,11.979208946228027,2.0329402981642413,6.068386703697992,14.803937483174439,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,273.69373471975666,1373,2026-08-23T23:41:58.049578+00:00,2026-08-23T23:41:25.662495+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,cliff_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_refined\replay\cliff_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_refined\routes\cliff_3\cliff_3.npz,five_axis_generator_builds,a83e176c1ba6e8bd8bdfa130aaa9314f40f917c0ba27c74ff95a8a9711936e06,07775005aa964d84321e46864e92c1e4af48b71ab3f2a590edcf9438342aea98,,,false,"[""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.30920854210853577,2.156704193245722,0.6160078214115258,5.954883721536647,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,230.01593702547729,1156,2026-08-23T23:40:37.458774+00:00,2026-08-23T23:40:07.094647+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,cliff_6,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_refined\replay\cliff_6\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\cliff_refined\routes\cliff_6\cliff_6.npz,five_axis_generator_builds,b124b02431c82ced64fe27715fbd896481318fb4e7c1046d94fae567985da956,4b9bdcb471ed03d3606b7c07c1c08650fcbedd74ab1dbacbcfff90931ae45224,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,14.256956100463867,2.028462613799648,1.5871622066810753,12.530044565072133,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,273.69373471975666,1373,2026-08-23T23:40:58.693905+00:00,2026-08-23T23:40:07.105931+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,mounarea_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\mounarea3_attack1\replay\mounarea_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\mounarea3_attack1\routes\mounarea_3\mounarea_3.npz,five_axis_generator_builds,66c6726430df28e149eae84eea4539050198a3539b45de501fa341d343c2e7f6,fdb6e3544369bc6959550a8746b886402f9d92e6a776e1733f1995268e9248c8,,,false,"[""closed_loop_pcd_clearance"", ""closed_loop_heightmap_footprint"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.18461309373378754,1.3893996148245742,9.843384720710166,42.85262647021156,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1692.2540292160134,7955,2026-08-23T23:51:52.052677+00:00,2026-08-23T23:50:30.524326+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
LAPTOP-4HMR50QA,mounarea_3,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\mounarea3_geom_r080\replay\mounarea_3\summary.json,D:\OnSite-B-1150-Unified\five_axis_generator_builds\multi_route_limit_20260824\mounarea3_geom_r080\routes\mounarea_3\mounarea_3.npz,five_axis_generator_builds,27dcf382045838040f34e0fe8a242c552d0d2004d5bb8359b40fe14cc4058719,dd3d1bbf19b7d0f8f34631f94f79009d1bbd963498c7dd3b014f0506a1c89866,,,false,"[""closed_loop_pcd_clearance"", ""maximum_slip_ratio"", ""maximum_tire_utilization""]",true,,,,0.18461309373378754,1.3893996148245742,2.0542697302189223,25.233263710897134,five_axis,4ec13c407273a370c01747c10ca81942fa98caab38073946be123042e1dd02b7,,,,five_axis_explicit,explicit_profile_id,1692.405359817149,7955,2026-08-23T23:47:54.598502+00:00,2026-08-23T23:46:36.793799+00:00,pending_baseline_merge,new_route_with_label,true,explicit_path;route_input_hash_pending_repository_rule
