sample_id,vehicle_structure,readable,has_xy_yaw,has_left_right_clearance,has_body_clearance,has_full_boundary,has_boundary_confidence,has_vehicle_profile_id,has_vehicle_profile_fingerprint,boundary_distance_semantics_verified,body_clearance_min_m,body_clearance_p05_m,body_clearance_p50_m,body_clearance_mean_m,body_clearance_negative_ratio,body_clearance_lt_0p5_ratio,longest_body_clearance_lt_0p5_m,corridor_width_min_m,map_id,true_label
sample_2fb32cb1660653204be8,five_axis,True,True,True,True,False,False,True,True,False,1.4411352613900057,1.5274856721930967,2.981148927538563,2.7933412630449914,0.0,0.0,0.0,9.937178718810742,map_005,1
sample_53199ca85ca6b7e79a13,six_axis,True,True,True,True,False,False,True,True,False,1.4044583390927592,1.5198891324272652,2.905263286578678,2.6970646801790745,0.0,0.0,0.0,9.937178718810742,map_005,1
sample_348bf5fc8b4a56016343,six_axis,True,True,True,True,False,False,True,True,False,0.3044671685603335,0.30521878720624696,0.30521878720842555,0.3052225041629921,0.0,1.0,230.39998952209854,4.8,map_005,1
sample_04121811e20e5ffb78ed,five_axis,True,True,True,True,False,False,True,True,False,0.6372412003261971,0.6472412003262047,2.852408195556841,2.3150416151098008,0.0,0.0,0.0,9.973321293569736,map_006,1
sample_62996ee8d2b26f12148c,six_axis,True,True,True,True,False,False,True,True,False,2.131811303382625,2.590701505596207,3.0319909045332065,2.952093081734516,0.0,0.0,0.0,9.999221505690153,map_006,1
sample_f04ca1a138f6bd87c42f,six_axis,True,True,True,True,False,False,True,True,False,1.788419656050234,2.240042634060726,3.0319860694954444,2.869072686880011,0.0,0.0,0.0,9.994599942831112,map_006,1
sample_dc7599336b8a8af9dbb2,six_axis,True,True,True,True,False,False,True,True,False,2.131811303382625,2.590701505596207,3.0319909045332065,2.952093081734516,0.0,0.0,0.0,9.999221505690153,map_006,1
sample_89fc74bb269783cb5606,six_axis,True,True,True,True,False,False,True,True,False,2.131811303382625,2.590701505596207,3.0319909045332065,2.952093081734516,0.0,0.0,0.0,9.999221505690153,map_006,1
sample_ca4d330a4b30f3b746a6,six_axis,True,True,True,True,False,False,True,True,False,2.131811303382625,2.590701505596207,3.0319909045332065,2.952093081734516,0.0,0.0,0.0,9.999221505690153,map_006,1
sample_ecdb521d7583dceffcae,five_axis,True,True,True,True,False,False,True,True,False,-1.1617922555764228,-0.4861441016694905,0.5199999918771234,0.41797646762331697,0.08119158878504673,0.10455607476635514,36.0,4.8,map_007,1
sample_f2b8f1885e4d7e4501e5,unknown,True,True,True,True,False,False,False,False,False,-1.9251132426077846,-1.0605597874172767,0.5199999765126425,0.35984438186789536,0.0905373831775701,0.11507009345794393,39.599999999999994,4.8,map_007,0
sample_0983369b67c524609f37,unknown,True,True,True,True,False,False,False,False,False,0.7693395578495918,1.700568693924595,2.607730052839429,2.4632522251749354,0.0,0.0,0.0,8.999490095469978,map_007,1
sample_46d0cf2bcd6c9816c3ca,unknown,True,True,True,True,False,False,False,False,False,0.7124471264042085,1.7315737814425445,2.6084285969069207,2.470716357237619,0.0,0.0,0.0,8.966451313011776,map_007,1
sample_46b84c3ec724e0cac37a,unknown,True,True,True,True,False,False,False,False,False,0.7823849027247998,1.5359719741123015,2.6072608562675086,2.4433975864674977,0.0,0.0,0.0,8.906191197870303,map_007,1
sample_68a8bc1d6290893d7f9a,unknown,True,True,True,True,False,False,False,False,False,0.8415673781986701,1.663039959195043,2.6068098807967734,2.467451818381931,0.0,0.0,0.0,8.999540545557606,map_007,1
sample_b99075c8878e78909ba0,unknown,True,True,True,True,False,False,False,False,False,0.9419275329961985,1.6639886677974476,2.604873359448433,2.4538718991445467,0.0,0.0,0.0,8.99954177743195,map_007,1
sample_4f4055adf98bbdbd84c7,unknown,True,True,True,True,False,False,False,False,False,0.8563117244693226,1.6567075019022535,2.606817448703929,2.4670561646046676,0.0,0.0,0.0,8.99994994254152,map_007,1
sample_470ec9fe86a74b3ef542,unknown,True,True,True,True,False,False,False,False,False,0.6229579566618706,1.659385208959937,2.612097011446488,2.493245534625373,0.0,0.0,0.0,8.999543287952601,map_007,1
sample_ab1ff671882e21989104,five_axis,True,True,True,True,False,False,True,True,False,-1.8065662571862533,-1.1941231331527997,0.5199999999999991,0.3838994700808213,0.06878612716763005,0.0953757225433526,29.80000000000001,4.8,map_008,1
sample_bfd3109a9254e2cf4c1a,unknown,True,True,True,True,False,False,False,False,False,0.1384203260585002,2.5303909793152135,3.1138071523650863,2.972380070413385,0.0,0.015055008685581933,5.599999999999994,9.999996961090403,map_008,0
sample_efb51249f6c512e19439,unknown,True,True,True,True,False,False,False,False,False,0.7417197909970152,2.5003772152089763,3.1122216293743925,2.995430947778775,0.0,0.0,0.0,9.9995630377454,map_008,0
sample_8b0aaa13441109839afa,unknown,True,True,True,True,False,False,False,False,False,0.1384203260585002,2.5303909793152135,3.1138071523650863,2.972380070413385,0.0,0.015055008685581933,5.599999999999994,9.999996961090403,map_008,0
sample_1f31e4204a2260fc6406,unknown,True,True,True,True,False,False,False,False,False,0.3274998815210708,2.4137792651746013,3.110956063197012,2.9444212933562093,0.0,0.015063731170336037,2.8000000000000114,9.999626193514462,map_008,0
sample_49147ada983e2b1185e1,unknown,True,True,True,True,False,False,False,False,False,0.5580872258106542,0.9335031681731312,3.063879288485757,2.407949465066169,0.0,0.0,0.0,9.999726764658703,map_008,1
sample_93b3691158761f5e23eb,unknown,True,True,True,True,False,False,False,False,False,0.4628841023394443,2.3821354443734157,3.1144574435335013,2.9785155728623405,0.0,0.005797101449275362,1.3999999999999773,9.999787138349742,map_008,1
sample_d4a9022cffe78fed5a86,unknown,True,True,True,True,False,False,False,False,False,0.5580872258106542,0.9335031681731312,3.063879288485757,2.407949465066169,0.0,0.0,0.0,9.999726764658703,map_008,1
sample_d8520e5402f0bac0d54e,five_axis,True,True,True,True,False,False,True,True,False,-1.1930229267334154,0.4172359019179542,2.9064797732264225,2.1984403142581748,0.016923076923076923,0.09076923076923077,13.200000000000003,10.448341192942271,map_009,0
sample_1bfa575c956e846150e9,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_72bc5c57ff2997652744,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_3ca78999c070aa21ecd2,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_c2f160f9430b9b7cf027,five_axis,True,True,True,True,True,True,True,True,False,1.814012789280319,2.0300172972029036,4.5424942741225935,4.267500779072016,0.0,0.0,0.0,10.221044951758259,map_009,1
sample_76560ac3127240b1558f,five_axis,True,True,True,True,True,True,True,True,True,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_bb469ca386b1562c65d6,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.33543790245191,10.765302375459392,map_009,1
sample_caa076f9d9312f562cc9,five_axis,True,True,True,True,True,True,True,True,False,1.814012789280319,2.0300172972029036,4.5424942741225935,4.267500779072016,0.0,0.0,0.0,10.221044951758259,map_009,1
sample_e2b6fe926251034a44d3,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_d535bbad25302d2eb993,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.33778729704147,10.765302375459392,map_009,1
sample_ea629f0b1eac6c995f7e,five_axis,True,True,True,True,True,True,True,True,False,0.4193897492597447,0.4299728503795034,1.3991415211970233,1.2532913350683026,0.0,0.3324768756423433,124.30190853377995,10.765302375459392,map_009,1
sample_71e395c328ddb189b6ee,six_axis,True,True,True,True,False,False,True,True,False,0.23618840622051465,0.31360427987155204,1.7857756888041394,1.9404349248747017,0.0,0.09338929695697797,21.200000000000017,10.769314583938677,map_009,1
sample_bbbdc66848d9feacc680,six_axis,True,True,True,True,False,False,True,True,False,0.44664741081760206,0.4898621380818759,2.0070229007679816,2.216054710931973,0.0,0.054535920293654956,16.0,10.76996236295739,map_009,1
sample_aacd72dcf6d87c0f3381,five_axis,True,True,True,True,True,True,True,True,True,0.0,0.3204016917306246,1.5660417307551344,1.6251347623785204,0.0,0.09041095890410959,10.830926095698203,8.863362721121398,map_010,0
sample_b3e8509a8bb92d7f252f,five_axis,True,True,True,True,False,False,True,True,False,0.44744038371486683,0.45636486758617334,1.586958650258166,2.1717388716627957,0.0,0.1758398856325947,49.400000000000006,5.5904753242347045,map_010,0
sample_8d5a66fdeb30e76181c7,six_axis,True,True,True,True,False,False,True,False,False,0.475225740201322,2.1943301984006807,2.7575141337597477,3.220823011781016,0.0,0.009427609427609427,2.9148309221789077,9.267329522416734,map_010,0
sample_1423e790f382fb0210c2,six_axis,True,True,True,True,False,False,True,True,False,2.5800574071510054,2.715000065249119,2.764999999994168,4.478796765522898,0.0,0.0,0.0,8.980511453193849,map_010,0
sample_2507ffa758689cdaace7,five_axis,True,True,True,True,False,False,True,True,False,1.0471347857131459,1.6390354316848297,2.4316758299400094,2.317580994079132,0.0,0.0,0.0,8.99970749694283,map_011,1
sample_96dc55fa9af31b4246aa,six_axis,True,True,True,True,False,False,True,True,False,0.8669373327349437,1.3694720187290206,2.2315268218240383,2.1127519516065254,0.0,0.0,0.0,8.989957551983313,map_011,1
sample_dd7088faa8ca54a5d5ec,unknown,True,True,True,True,False,False,False,False,False,0.805324357200339,1.4248177548416445,2.3320545106184065,2.213729945251996,0.0,0.0,0.0,8.997489630816588,map_011,0
sample_980ba533c8b1d92552c8,unknown,True,True,True,True,False,False,False,False,False,0.48694200523838926,0.7719297813885936,1.799942047759429,1.7824676576265692,0.0,0.004109885355829548,4.0,8.99641034478186,map_011,0
sample_36694aa9e950ee6f2a9a,unknown,True,True,True,True,False,False,False,False,False,0.7769755118119632,1.3202873490031615,2.1430475588741595,2.0596736561058515,0.0,0.0,0.0,8.998247282707682,map_011,0
sample_272e441757622ccaa47d,unknown,True,True,True,True,False,False,False,False,False,-1.360621377292413,-1.0757070159420863,0.24026393190737072,0.07303146181908897,0.3704663212435233,0.7247409326424871,152.0,4.8,map_011,0
sample_0bcfcda9f72a5ab3c3f7,unknown,True,True,True,True,False,False,False,False,False,0.5289491786092901,1.2415783591832588,2.3100496519299356,2.1679403041880967,0.0,0.0,0.0,8.999681848088578,map_011,0
sample_0ed9d035567e03f364a6,unknown,True,True,True,True,False,False,False,False,False,0.2706956108074349,1.1653172882211567,2.2318447689904817,2.124955678580975,0.0,0.007124352331606218,3.5999999999999943,8.999720475916394,map_011,0
sample_300ee46505f6c29af942,unknown,True,True,True,True,False,False,False,False,False,0.24949784864138796,1.0186078016461717,2.336911687423346,2.139014152672913,0.0,0.007124352331606218,3.5999999999999943,8.99959669195093,map_011,0
sample_75a6445ad06e74ece8bf,unknown,True,True,True,True,False,False,False,False,False,0.24949784864138796,1.0186078016461717,2.336911687423346,2.139014152672913,0.0,0.007124352331606218,3.5999999999999943,8.99959669195093,map_011,0
sample_c1a5a6af32331015e72d,unknown,True,True,True,True,False,False,False,False,False,0.7810971602760033,1.3584132880955013,2.2457079988665756,2.161052088861823,0.0,0.0,0.0,8.999680936380031,map_011,0
