sample_id,route_file_sha256,map_id,map_group,vehicle_structure,label_status,true_label,route_id,feature_version,feature_source,feature_missing_reason,vehicle_config_fingerprint_summary,match_method,main_table_eligible,npz_readable,feature_finite,numeric_feature_count,missing_feature_count,source_copy_count
LOCAL-ZYJisBoss-33c4a3207aea9776,33c4a3207aea977608fa50f4787598ead9f0d25e14cbff1688796b2a6650b489,turnaround_4,turnaround,five_axis_explicit,unmatched_candidate,,turnaround_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,derived:42b0298a1586111b,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-390aea71b9cc217d,390aea71b9cc217dce928f47a93d75ce8d5741cf4af3ce6763159b955a27837f,cross_4,cross,six_axis_structural,unmatched_candidate,,cross_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,c55daff1b698d1f4,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-402c4af3a7ab695a,402c4af3a7ab695a602a3f994e214ecd9d8b8e3f8be4708fe9493c0e131919a3,cross_3,cross,six_axis_structural,unmatched_candidate,,cross_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-41def24cc9783941,41def24cc9783941d20e8014ddce2a94adbd6b198ddc435101fa6e09fd089a54,ramp_6,ramp,six_axis_structural,unmatched_candidate,,ramp_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,4ec13c407273a370,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-45670c7cab1abadb,45670c7cab1abadbef5fe4bb31c4c7d46d5a8d96165caf4634c74c0597026c4e,overpass_2,overpass,five_axis_explicit,unmatched_candidate,,overpass_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-462f2eccac127d5d,462f2eccac127d5d6d6302fd7cc0fd8ef9e64303518e3734d5649c96b48dc220,cliff_1,cliff,five_axis_explicit,unmatched_candidate,,cliff_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-473342c86fc55ee2,473342c86fc55ee23fb1f1900ceff9c0ae1dee8c62e4d2c6a3ddea247109d56c,cross_1,cross,five_axis_explicit,unmatched_candidate,,cross_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-5092ea59f5c30498,5092ea59f5c304984c3306c6e6c3e6990ecdf90b413b58a5740b6aef6f63a6c4,cliff_2,cliff,six_axis_structural,unmatched_candidate,,cliff_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-5928b9b07115143c,5928b9b07115143c4de963531b820d1638307820d0bba6aac82ecac5757ab1c8,turnaround_4,turnaround,six_axis_structural,unmatched_candidate,,turnaround_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-59aedc56a46a43f6,59aedc56a46a43f6ae4410219fa1b5f5c48134a8bd9e5c3a3c91097d06fae1bb,ramp_3,ramp,five_axis_explicit,unmatched_candidate,,ramp_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-5af8e85b784abd44,5af8e85b784abd440e6a94696c5266786669d964a7e3ccef8131b5086faddd4f,mounarea_6,other,six_axis_structural,unmatched_candidate,,mounarea_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-5f6c5dfad097187a,5f6c5dfad097187aa34cfb24f17f6d7dfed938594327861cdbff9c0f1c5d95a7,RoadC,other,five_axis_explicit,unmatched_candidate,,RoadC,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,4ec13c407273a370,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-645e80adcac7aa0b,645e80adcac7aa0bac5f0b4bbc326471b06bd2e8691231d83a419e177d676970,cliff_6,cliff,five_axis_explicit,unmatched_candidate,,cliff_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-67c5ef8c5a0ae4b0,67c5ef8c5a0ae4b0b60db980985d00d5c30a9028b476205429be995a3a6ee3b2,cliff_3,cliff,six_axis_structural,unmatched_candidate,,cliff_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-6ef28b4eccb9fcf2,6ef28b4eccb9fcf2f36082c66435c8f4c5228c33b303ac097f52dc9c86d289f5,turnaround_2,turnaround,six_axis_structural,unmatched_candidate,,turnaround_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,c55daff1b698d1f4,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-6f2a58b7ed17a685,6f2a58b7ed17a6855589f0762abcad06335f5c2817dd0b54670275980eeb03c6,cross_3,cross,five_axis_explicit,unmatched_candidate,,cross_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-8007a657b6bc3ada,8007a657b6bc3ada345257d7659ed3a2d2a3af01b9ea42c4f420262a11880cca,overpass_2,overpass,six_axis_structural,unmatched_candidate,,overpass_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-82bea6cdf0deaa0c,82bea6cdf0deaa0cd3f30d3097a8403d472522d9cb0a54304391cab1b6292b6e,bridge_4,other,five_axis_explicit,unmatched_candidate,,bridge_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,4ec13c407273a370,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-8750337ef091c655,8750337ef091c6551bf6724db22ddb8306bf52be2f6899de7c5c14f279097251,turnaround_1,turnaround,five_axis_explicit,unmatched_candidate,,turnaround_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,derived:f2f3cb8633a21b8a,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-8b2e7c13886a99f4,8b2e7c13886a99f45a37ffefb8f1f51afc9f576a9e83480095432f608ce5dd74,narrow_4,narrow,six_axis_structural,unmatched_candidate,,narrow_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-8f44c9d01c3b5a47,8f44c9d01c3b5a478a73633a5022e8f19e2f4d3de3c50db8daf8d08cb2daeb2b,mounarea_1,other,five_axis_explicit,unmatched_candidate,,mounarea_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,3e0eeb09caeac59c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-929f70daa74cfcd7,929f70daa74cfcd716e2a3be6df67e0ac8dc1791913911d662e3ec9edc71a999,RoadC,other,six_axis_structural,unmatched_candidate,,RoadC,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-953a8b9da5119b94,953a8b9da5119b94d1e1a610c40a815c29e72b69c25d2c011dbf101fc1ca35a5,narrow_1,narrow,five_axis_explicit,unmatched_candidate,,narrow_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-aaac3382a0880116,aaac3382a0880116bc4c5b137001147b07638023b2bb112ffb858704f7daeab9,ramp_6,ramp,six_axis_structural,unmatched_candidate,,ramp_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-ba62e96011ce4f85,ba62e96011ce4f85028c8f4f2a919f9434611d2aa771e1b28ca9fdf9533832ce,ramp_1,ramp,six_axis_structural,unmatched_candidate,,ramp_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-bb2dcffec0dc2d79,bb2dcffec0dc2d79bc03a94fd08394006478ca867c0178aa819d0b7c1c5ccd50,cross_2,cross,five_axis_explicit,unmatched_candidate,,cross_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,3e0eeb09caeac59c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-bc56b4605db87979,bc56b4605db87979ec915af8ec89d844b5ecaefa9216d80b9b2e17972c75317c,turnaround_4,turnaround,six_axis_structural,unmatched_candidate,,turnaround_4,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-bdbfd3974b302da3,bdbfd3974b302da3d3aebb4799edb19eb5015b911e5b5e3f23322de01a5dfeaa,ramp_3,ramp,six_axis_structural,unmatched_candidate,,ramp_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-c314263dc039c205,c314263dc039c2057a63fc71c337cfdd6d2aec9b2489a352bacf4d53a7443bcd,mounarea_2,other,five_axis_explicit,unmatched_candidate,,mounarea_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-cb5ab5cec055356c,cb5ab5cec055356c1f597fdaaab87e88f18065afa75dcf93f69488db4dfcc2c0,narrow_1,narrow,six_axis_structural,unmatched_candidate,,narrow_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-d01d64e359d188ec,d01d64e359d188ec0b2f979e0f2747d72e1603e2ea3dc378212db95b3122b30e,cliff_1,cliff,six_axis_structural,unmatched_candidate,,cliff_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-d13f4bbcd386b080,d13f4bbcd386b080307467805e1ca8c2e08e2a64368600dde8d5ad67fdd158b1,turnaround_1,turnaround,six_axis_structural,unmatched_candidate,,turnaround_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-d1f395b6e1c94cd9,d1f395b6e1c94cd9eb29019d393e513762442a2d6a9c096096b78ce7fe610474,cliff_6,cliff,six_axis_structural,unmatched_candidate,,cliff_6,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,2e3182561ba5e89c,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-d7ccac224bb6a4f3,d7ccac224bb6a4f32652eb0fbf5d6e65cb37c7fec6e1a789c8b1c2319df05fa7,mounarea_1,other,six_axis_structural,unmatched_candidate,,mounarea_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-df5336f8fdf279a3,df5336f8fdf279a3919d73e77837126710e48340dbda185af8370ac1e4d62e65,cross_2,cross,six_axis_structural,unmatched_candidate,,cross_2,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,derived:4bed0b2ac296c412,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-e21033ab8b0e270c,e21033ab8b0e270c30b9b389fb292de1c6882fee576762d7b4bc05cb5f98d58d,turnaround_8796_template,turnaround,six_axis_structural,unmatched_candidate,,turnaround_8796_template,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,632d2241cc254d61,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-e5e2574a68612721,e5e2574a68612721842dfe469f2e630c081371d5090e10959eadbd4c58f91cd8,ramp_1,ramp,five_axis_explicit,unmatched_candidate,,ramp_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
LOCAL-ZYJisBoss-e5f81602ec534784,e5f81602ec534784ead4d871b92ab70861234ee5220f9af1ef9c49c74b1ccc7e,cliff_3,cliff,six_axis_structural,unmatched_candidate,,cliff_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=steer_ff_rad;yaw_rate=yaw_rate_ref_radps;yaw_accel=yaw_accel_ref_radps2",,ee1b968983f0d0d8,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-ec6a3c490e92fc1f,ec6a3c490e92fc1f7a74a8f19cfef03bbdc8afcedfae17c45ff736a19b323b4f,mounarea_3,other,five_axis_explicit,unmatched_candidate,,mounarea_3,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,2
LOCAL-ZYJisBoss-eee60842afb61a39,eee60842afb61a399282419f4a9c1d3935c12c44015b59c237984b396b831709,overpass_1,overpass,five_axis_explicit,unmatched_candidate,,overpass_1,pathguard_preexec_v1,"npz:s_m,x_m,y_m,z_m,kappa_1pm,v_profile_mps,left_clearance_m,right_clearance_m;steering=beta_ref_rad;yaw_rate=derived:v_profile_mps*kappa_1pm;yaw_accel=derived:yaw_rate/dt",,6e898ff7ac46a278,unmatched_candidate,false,true,true,48,0,1
